generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
39000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.980634,128.462,1.0594,3.49556,0
40000,Eucalyptus_obliqua,Eucalyptus_barberi,0,0.185166,0.158989,7.72565,0
40000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.966485,112.616,2.23114,5.34348,0
40000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.976325,149.4,1.71649,2.95447,0
41000,Eucalyptus_obliqua,Eucalyptus_barberi,0,1.0313,-1.67353,0.888118,0
41000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.627164,17.067,0.247815,29.5935,0
41000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.987959,219.218,0.711257,6.93523,0
41000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.976841,155.613,1.3683,22.706,0
42000,Eucalyptus_obliqua,Eucalyptus_barberi,0,8.16037,-2.59202,8.44477,0
42000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.971124,142.576,0.921249,0.436091,0
42000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.969285,185.343,0.527471,1.677,0
43000,Eucalyptus_obliqua,Eucalyptus_barberi,0,0.33708,-0.00832213,5.15535,0
43000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.982816,179.065,0.707007,38.3138,0
43000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.983458,160.237,0.0298225,12.4982,0
44000,Eucalyptus_obliqua,Eucalyptus_barberi,0,0.862057,-0.785621,5.94123,0
44000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.98976,216.495,0.332868,2.26206,0
44000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.985435,180.836,-0.130624,5.89296,0
45000,Eucalyptus_obliqua,Eucalyptus_barberi,0,22.8127,-1.64787,16.8383,0
45000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.971958,193.109,1.30703,12.4777,0
45000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.957857,140.038,0.104947,4.42749,0
46000,Eucalyptus_obliqua,Eucalyptus_barberi,0,7.3647,-1.24788,10.6967,0
46000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.386197,1.73,-1.53539,5.07307,0
46000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.980043,146.135,0.474154,12.4284,0
46000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.97823,155.023,1.21496,4.08349,0
47000,Eucalyptus_obliqua,Eucalyptus_barberi,0,7.36552,-1.20596,2.22584,0
47000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.979748,157.025,0.777879,0.369699,0
47000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.97006,108.009,0.873781,5.91627,0
48000,Eucalyptus_obliqua,Eucalyptus_barberi,0,0.383283,-1.35831,6.14427,0
48000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.522476,24.7775,0.926119,3.67449,0
48000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.621318,4.48553,0.769934,20.3142,0
48000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.99133,230.117,0.0509559,10.4666,0
48000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.983669,151.755,0.0904294,2.72676,0
49000,Eucalyptus_obliqua,Eucalyptus_barberi,0,6.60207,-1.42457,9.2337,0
49000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.979326,136.824,0.546948,26.4481,0
49000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.983499,142.708,1.67337,11.132,0
50000,Eucalyptus_obliqua,Eucalyptus_barberi,0,0.486522,-0.752226,8.54531,0
50000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.976168,195.592,0.712517,13.286,0
50000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.632987,2.96764,0.323742,0.276909,0
50000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.979919,165.408,0.168874,1.35683,0
51000,Eucalyptus_obliqua,Eucalyptus_barberi,0,3.07288,-1.00579,6.23247,0
51000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.0146869,2.08609,-0.112423,6.33435,0
51000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.989706,230.303,0.863827,17.3554,0
51000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.983629,237.255,0.699321,4.39036,0
52000,Eucalyptus_obliqua,Eucalyptus_barberi,0,4.00025,-1.18451,10.7694,0
52000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.980621,161.864,0.478785,11.9476,0
52000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.972128,148.513,0.243453,12.5682,0
53000,Eucalyptus_obliqua,Eucalyptus_barberi,0,26.2154,-2.54565,17.3822,0
53000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.990663,198.042,0.917446,27.5337,0
53000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.974491,113.042,-0.175976,4.75242,0
54000,Eucalyptus_obliqua,Eucalyptus_barberi,0,0.725787,-0.103981,5.13956,0
54000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.990879,177.299,-0.0510323,12.6627,0
54000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.974504,155.068,-0.591253,8.58503,0
55000,Eucalyptus_obliqua,Eucalyptus_barberi,0,0.708409,-0.497332,7.31095,0
55000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.211512,7.21239,-0.0138263,10.8615,0
55000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.982615,172.489,0.340116,6.02282,0
55000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.569917,0.00230808,2.58173,2.99741,0
55000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.98097,161.96,0.605728,3.60783,0
56000,Eucalyptus_obliqua,Eucalyptus_barberi,0,13.9367,-1.06076,15.7124,0
56000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.990687,114.608,-0.0654265,0.624009,0
56000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.982839,180.953,0.322951,4.73009,0
57000,Eucalyptus_obliqua,Eucalyptus_barberi,0,4.24154,-0.350669,9.96305,0
57000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.978606,206.795,-0.746253,4.09073,0
57000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.984407,185.845,0.504471,2.74307,0
58000,Eucalyptus_obliqua,Eucalyptus_barberi,0,2.49464,-1.3055,6.8805,0
58000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.986478,163.808,-0.458228,67.3867,0
58000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.977809,147.208,0.856666,6.58957,0
59000,Eucalyptus_obliqua,Eucalyptus_barberi,0,12.7848,-1.87241,11.8556,0
59000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.976871,134.308,0.578805,25.2516,0
59000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.985017,204.89,0.530798,2.56369,0
60000,Eucalyptus_obliqua,Eucalyptus_barberi,0,4.76984,-2.63834,5.67786,0
60000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.976468,143.809,0.0346784,9.83117,0
60000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.984396,127.891,0.366699,3.27349,0
61000,Eucalyptus_obliqua,Eucalyptus_barberi,0,1.93673,-1.67463,6.8473,0
61000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.988776,171.92,-0.116789,3.39079,0
61000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.519199,21.6967,-1.58455,18.6491,0
61000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.980241,132.287,0.0540819,16.2713,0
62000,Eucalyptus_obliqua,Eucalyptus_barberi,0,3.62934,-2.07481,9.84969,0
62000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.779641,3.92096,-0.949035,9.43833,0
62000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.990148,204.996,-0.0267013,3.39614,0
62000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.985442,115.698,0.812369,24.6145,0
63000,Eucalyptus_obliqua,Eucalyptus_barberi,0,16.1542,-1.73692,15.1889,0
63000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.0273733,3.90036,-0.977506,7.89223,0
63000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.524179,4.41941,-2.62286,3.82595,0
63000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.975201,176.58,-0.900813,1.5858,0
63000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.971487,106.851,1.62598,0.687476,0
64000,Eucalyptus_obliqua,Eucalyptus_barberi,0,3.21163,-1.1098,10.0132,0
64000,Eucalyptus_obliqua,Eucalyptus_sieberi,0.594874,2.76831,0.204217,1.04852,0
64000,Eucalyptus_barberi,Eucalyptus_dalrympleana,0.296927,15.6758,0.0372539,22.8278,0
